# Lauricella6 Phase 6 hybrid packet profile; timing requires GM6_PACKET_PROFILE=1
SUMMARY lane case u candidates built accepted rejected quality_rejected build_failed max_depth endpoint_root_ms algebraic_geometry_ms log_derivative_ms pfaffian_recurrence_ms quality_tail_ms accepted_ms rejected_ms
ARC lane case u arc_index cell_index cell_lo cell_hi radial_center theta_lo theta_hi event_gap_ratio nearest_event_kind xi_min_divisor chart2 constructions built accepted rejected quality_rejected build_failed max_depth accepted_node_sum accepted_node_min accepted_node_max node_failed first_failed_R first_failed_packet_center first_failed_packet_lo first_failed_packet_hi first_failed_block_lo first_failed_block_hi first_failed_phase_error first_failed_packet_tail construction_ms fold_constructions fold_accepted fold_rejected fold_construction_ms fold_taylor_tail fold_moment_tail fold_pair_residual fold_v_center fold_v_side fold_v_ratio fold_event_radius fold_failure_reason
ARC jac_warm rand011 0.5 0 1 0.89536279007706843 0.9155593794694904 0.90546108477327936 6.1613593770459669 6.3867507943181829 0.49999999999999722 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.40056799999999998 0 3.3247590937185952e-16 3.728938621093416e-18 0.0031819466013079463 1.1537216866929283e-09 3.6258361036564488e-07 0.89536279007706843 0
ARC jac_warm rand011 0.5 1 6 1.0922282218097703 1.0922638629856498 1.0922460423977101 3.1260034161276216 3.1389214464054613 0.5 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.398148 0 0 5.8644807555048875e-18 1.0430226394813666e-05 2.0879481914077446e-12 2.001824421036496e-07 1.0922282218097703 0
ARC jac_warm rand011 0.5 2 7 1.0922638629856498 1.1168199061144397 1.1045418845500448 3.0198340580108951 3.2450908044453071 0.5 2 3.7195088621457752e-09 1 35 35 18 17 17 0 9 64 1 11 0 nan nan nan nan nan nan nan nan 0.87461299999999986 0 0 0 0 inf inf inf nan nan inf nan 0
ARC jac_warm rand011 0.5 3 8 1.1168199061144397 1.1168654808017411 1.1168426934580904 3.1260040674882639 3.1389207948943576 0.5 2 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.39174700000000001 0 0 6.8694956914373396e-18 1.0428122566889066e-05 2.0871299591777214e-12 2.0014436403007845e-07 1.1168654808017411 0
SUMMARY value_cold rand012 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_warm rand012 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_cold rand012 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ARC value_cold rand012 0.5 0 3 0.8736162163195289 0.87608444879014358 0.87485033255483624 0.040383411799007229 0.061610117912561782 0.5 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.21412600000000001 0 0 2.8399678191249898e-19 2.8197992481226521e-05 1.1178175113387091e-11 3.9641740882189488e-07 0.8736162163195289 0
ARC value_cold rand012 0.5 1 8 1.1414170347652994 1.1446419224557123 1.1430294786105057 3.1819822332443448 3.2032119254495277 0.49999999999996558 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.210255 0 0 5.4886884173467444e-18 2.8205937782532349e-05 1.1417138944344289e-11 4.0477785324389419e-07 1.1414170347652994 0
SUMMARY value_warm rand012 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ARC value_warm rand012 0.5 0 3 0.8736162163195289 0.87608444879014358 0.87485033255483624 0.040383411799007229 0.061610117912561782 0.5 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.209893 0 0 2.8399678191249898e-19 2.8197992481226521e-05 1.1178175113387091e-11 3.9641740882189488e-07 0.8736162163195289 0
ARC value_warm rand012 0.5 1 8 1.1414170347652994 1.1446419224557123 1.1430294786105057 3.1819822332443448 3.2032119254495277 0.49999999999996558 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.23308699999999999 0 0 5.4886884173467444e-18 2.8205937782532349e-05 1.1417138944344289e-11 4.0477785324389419e-07 1.1414170347652994 0
SUMMARY jac_cold rand012 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ARC jac_cold rand012 0.5 0 3 0.8736162163195289 0.87608444879014358 0.87485033255483624 0.040383411799007229 0.061610117912561782 0.5 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.41124100000000002 0 5.4195557227899251e-20 2.8399678191249898e-19 2.8197992481226521e-05 1.1178175113387091e-11 3.9641740882189488e-07 0.8736162163195289 0
ARC jac_cold rand012 0.5 1 8 1.1414170347652994 1.1446419224557123 1.1430294786105057 3.1819822332443448 3.2032119254495277 0.49999999999996558 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.39660400000000001 0 0 5.4886884173467444e-18 2.8205937782532349e-05 1.1417138944344289e-11 4.0477785324389419e-07 1.1414170347652994 0
SUMMARY jac_warm rand012 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ARC jac_warm rand012 0.5 0 3 0.8736162163195289 0.87608444879014358 0.87485033255483624 0.040383411799007229 0.061610117912561782 0.5 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.43363099999999999 0 5.4195557227899251e-20 2.8399678191249898e-19 2.8197992481226521e-05 1.1178175113387091e-11 3.9641740882189488e-07 0.8736162163195289 0
ARC jac_warm rand012 0.5 1 8 1.1414170347652994 1.1446419224557123 1.1430294786105057 3.1819822332443448 3.2032119254495277 0.49999999999996558 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.39224599999999998 0 0 5.4886884173467444e-18 2.8205937782532349e-05 1.1417138944344289e-11 4.0477785324389419e-07 1.1414170347652994 0
SUMMARY value_cold rand013 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_warm rand013 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_cold rand013 0.5 43 43 20 23 23 0 12 0.15609700000000001 0.31183399999999994 0.24384499999999998 0.26132999999999995 0.039537999999999997 0.44932499999999992 0.57593000000000016
ARC value_cold rand013 0.5 0 4 0.85960147566304668 0.92052270735098396 0.89006209150701532 5.0808251666137325 5.6719491592496087 0.5 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.21340899999999999 8.5076441788875351e-12 7.9235103407905821e-13 1.5183980306957447e-17 0.034293097311048022 1.0614346234509098e-08 3.0951844734915594e-07 0.85960147566304668 0
ARC value_cold rand013 0.5 1 9 1.0863393065973874 1.1633297857543927 1.1248345461758902 1.9407056575694706 2.5288832375637074 0.49999999999999856 1 2.3081491829212996e-08 1 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 1.0252550000000002 1 0 1 0.23393800000000001 4.6983478013237649e-11 1.4230871302271961e-11 3.7265933046430765e-16 0.033943500510774306 1.9287982407375852e-08 5.6823786931620339e-07 1.0863393065973874 6
SUMMARY value_warm rand013 0.5 43 43 20 23 23 0 12 0.14059299999999997 0.30468299999999998 0.22628100000000001 0.24884000000000001 0.038749999999999993 0.45316099999999992 0.51788200000000006
ARC value_warm rand013 0.5 0 4 0.85960147566304668 0.92052270735098396 0.89006209150701532 5.0808251666137325 5.6719491592496087 0.5 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.22089800000000001 8.5076441788875351e-12 7.9235103407905821e-13 1.5183980306957447e-17 0.034293097311048022 1.0614346234509098e-08 3.0951844734915594e-07 0.85960147566304668 0
ARC value_warm rand013 0.5 1 9 1.0863393065973874 1.1633297857543927 1.1248345461758902 1.9407056575694706 2.5288832375637074 0.49999999999999856 1 2.3081491829212996e-08 1 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.97104300000000021 1 0 1 0.209762 4.6983478013237649e-11 1.4230871302271961e-11 3.7265933046430765e-16 0.033943500510774306 1.9287982407375852e-08 5.6823786931620339e-07 1.0863393065973874 6
SUMMARY jac_cold rand013 0.5 86 86 40 46 46 0 12 0.28873099999999996 0.60164200000000001 0.45342199999999994 0.50444899999999993 0.07728500000000002 0.89727499999999982 1.0519669999999999
ARC jac_cold rand013 0.5 0 4 0.85960147566304668 0.92052270735098396 0.89006209150701532 5.0808251666137325 5.6719491592496087 0.5 1 7.5404178290724712e-08 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.97965600000000008 1 0 1 0.456399 8.4694533087074236e-10 4.9132597879837331e-10 1.5183980306957447e-17 0.034293097311048022 1.0614346234509098e-08 3.0951844734915594e-07 0.85960147566304668 6
ARC jac_cold rand013 0.5 1 9 1.0863393065973874 1.1633297857543927 1.1248345461758902 1.9407056575694706 2.5288832375637074 0.49999999999999856 1 2.3081491829212996e-08 1 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.96958599999999984 1 0 1 0.39656400000000003 1.0063035108622211e-09 2.7350596211530598e-10 3.7265933046430765e-16 0.033943500510774306 1.9287982407375852e-08 5.6823786931620339e-07 1.0863393065973874 6
SUMMARY jac_warm rand013 0.5 86 86 40 46 46 0 12 0.28229300000000002 0.61214199999999996 0.452268 0.49757799999999991 0.078916000000000014 0.90452299999999963 1.0422859999999998
ARC jac_warm rand013 0.5 0 4 0.85960147566304668 0.92052270735098396 0.89006209150701532 5.0808251666137325 5.6719491592496087 0.5 1 7.5404178290724712e-08 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.97593600000000014 1 0 1 0.43789 8.4694533087074236e-10 4.9132597879837331e-10 1.5183980306957447e-17 0.034293097311048022 1.0614346234509098e-08 3.0951844734915594e-07 0.85960147566304668 6
ARC jac_warm rand013 0.5 1 9 1.0863393065973874 1.1633297857543927 1.1248345461758902 1.9407056575694706 2.5288832375637074 0.49999999999999856 1 2.3081491829212996e-08 1 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.97087299999999976 1 0 1 0.393957 1.0063035108622211e-09 2.7350596211530598e-10 3.7265933046430765e-16 0.033943500510774306 1.9287982407375852e-08 5.6823786931620339e-07 1.0863393065973874 6
SUMMARY value_cold rand014 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_warm rand014 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_cold rand014 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ARC value_cold rand014 0.5 0 6 0.67196015584425495 0.67459499983819682 0.67327757784122588 6.2047925907546739 6.2148837696404584 0.5 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.216257 0 0 5.4575912032365237e-18 6.3816671421364535e-06 2.5471005585794101e-12 3.9912776737626781e-07 0.67196015584425495 0
ARC value_cold rand014 0.5 1 11 1.4926511704883865 1.4986115510131079 1.4956313607507472 3.061140031843486 3.071494493160035 0.5 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.23414599999999999 0 0 1.9016306546381724e-16 6.7199759073073603e-06 2.7051705595832862e-12 4.0255658604990832e-07 1.4926511704883865 0
SUMMARY value_warm rand014 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ARC value_warm rand014 0.5 0 6 0.67196015584425495 0.67459499983819682 0.67327757784122588 6.2047925907546739 6.2148837696404584 0.5 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.21002100000000001 0 0 5.4575912032365237e-18 6.3816671421364535e-06 2.5471005585794101e-12 3.9912776737626781e-07 0.67196015584425495 0
ARC value_warm rand014 0.5 1 11 1.4926511704883865 1.4986115510131079 1.4956313607507472 3.061140031843486 3.071494493160035 0.5 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.21004300000000001 0 0 1.9016306546381724e-16 6.7199759073073603e-06 2.7051705595832862e-12 4.0255658604990832e-07 1.4926511704883865 0
SUMMARY jac_cold rand014 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ARC jac_cold rand014 0.5 0 6 0.67196015584425495 0.67459499983819682 0.67327757784122588 6.2047925907546739 6.2148837696404584 0.5 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.41632799999999998 0 0 5.4575912032365237e-18 6.3816671421364535e-06 2.5471005585794101e-12 3.9912776737626781e-07 0.67196015584425495 0
ARC jac_cold rand014 0.5 1 11 1.4926511704883865 1.4986115510131079 1.4956313607507472 3.061140031843486 3.071494493160035 0.5 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.44489000000000001 0 0 1.9016306546381724e-16 6.7199759073073603e-06 2.7051705595832862e-12 4.0255658604990832e-07 1.4926511704883865 0
SUMMARY jac_warm rand014 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ARC jac_warm rand014 0.5 0 6 0.67196015584425495 0.67459499983819682 0.67327757784122588 6.2047925907546739 6.2148837696404584 0.5 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.39466200000000001 0 0 5.4575912032365237e-18 6.3816671421364535e-06 2.5471005585794101e-12 3.9912776737626781e-07 0.67196015584425495 0
ARC jac_warm rand014 0.5 1 11 1.4926511704883865 1.4986115510131079 1.4956313607507472 3.061140031843486 3.071494493160035 0.5 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.39185700000000001 0 0 1.9016306546381724e-16 6.7199759073073603e-06 2.7051705595832862e-12 4.0255658604990832e-07 1.4926511704883865 0
SUMMARY value_cold rand015 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_warm rand015 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_cold rand015 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ARC value_cold rand015 0.5 0 1 0.7638271986789188 0.78037020395115397 0.77209870131503644 3.7956999400239075 3.8803777468237879 0.49999999999999667 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.23738799999999999 0 3.8953471339553877e-18 4.1511635793549774e-17 0.00057428156060252626 2.2319429334860516e-10 3.8864959048037967e-07 0.7638271986789188 0
ARC value_cold rand015 0.5 1 6 1.281442232053811 1.3091957724809309 1.2953190022673708 0.65411690409498846 0.73877668055110157 0.499999999999996 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.23044400000000001 0 1.253474150657584e-17 8.3174392285800733e-16 0.00057403717376682992 2.416115407964314e-10 4.2089877073809927e-07 1.281442232053811 0
SUMMARY value_warm rand015 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ARC value_warm rand015 0.5 0 1 0.7638271986789188 0.78037020395115397 0.77209870131503644 3.7956999400239075 3.8803777468237879 0.49999999999999667 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.20974100000000001 0 3.8953471339553877e-18 4.1511635793549774e-17 0.00057428156060252626 2.2319429334860516e-10 3.8864959048037967e-07 0.7638271986789188 0
ARC value_warm rand015 0.5 1 6 1.281442232053811 1.3091957724809309 1.2953190022673708 0.65411690409498846 0.73877668055110157 0.499999999999996 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.20979200000000001 0 1.253474150657584e-17 8.3174392285800733e-16 0.00057403717376682992 2.416115407964314e-10 4.2089877073809927e-07 1.281442232053811 0
SUMMARY jac_cold rand015 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ARC jac_cold rand015 0.5 0 1 0.7638271986789188 0.78037020395115397 0.77209870131503644 3.7956999400239075 3.8803777468237879 0.49999999999999667 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.44557600000000003 0 1.5809085092904118e-16 4.1511635793549774e-17 0.00057428156060252626 2.2319429334860516e-10 3.8864959048037967e-07 0.7638271986789188 0
ARC jac_cold rand015 0.5 1 6 1.281442232053811 1.3091957724809309 1.2953190022673708 0.65411690409498846 0.73877668055110157 0.499999999999996 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.39748099999999997 0 1.3084508155729822e-16 8.3174392285800733e-16 0.00057403717376682992 2.416115407964314e-10 4.2089877073809927e-07 1.281442232053811 0
SUMMARY jac_warm rand015 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ARC jac_warm rand015 0.5 0 1 0.7638271986789188 0.78037020395115397 0.77209870131503644 3.7956999400239075 3.8803777468237879 0.49999999999999667 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.393015 0 1.5809085092904118e-16 4.1511635793549774e-17 0.00057428156060252626 2.2319429334860516e-10 3.8864959048037967e-07 0.7638271986789188 0
ARC jac_warm rand015 0.5 1 6 1.281442232053811 1.3091957724809309 1.2953190022673708 0.65411690409498846 0.73877668055110157 0.499999999999996 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.39125199999999999 0 1.3084508155729822e-16 8.3174392285800733e-16 0.00057403717376682992 2.416115407964314e-10 4.2089877073809927e-07 1.281442232053811 0
SUMMARY value_cold rand016 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_warm rand016 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_cold rand016 0.5 23 23 12 11 11 0 6 0.076629000000000003 0.16455299999999995 0.12145299999999998 0.13873000000000002 0.021770999999999999 0.27330100000000002 0.25623400000000002
ARC value_cold rand016 0.5 0 1 0.69170026529914541 0.70971341955274747 0.70070684242594639 6.2528277092897273 6.3281267055635162 0.49999999999999689 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.21343999999999999 0 4.1133121188219164e-18 2.2185358411735119e-17 0.00035446434058342255 1.3894486298134269e-10 3.919854469779655e-07 0.69170026529914541 0
ARC value_cold rand016 0.5 1 6 1.4090190895584254 1.4093508311889695 1.4091849603736974 3.1437155375627595 3.1540535718786038 0.5 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.21013599999999999 0 0 5.0458930119214145e-17 6.6798919305252565e-06 1.3426205599410294e-12 2.0099435348731096e-07 1.4090190895584254 0
ARC value_cold rand016 0.5 2 7 1.4093508311889695 1.4453490695464577 1.4273499503677136 3.1112423623976802 3.1865267470657703 0.5 2 1.1196610156454628e-09 1 23 23 12 11 11 0 6 64 2 11 0 nan nan nan nan nan nan nan nan 0.52953500000000009 0 0 0 0 inf inf inf nan nan inf nan 0
ARC value_cold rand016 0.5 3 8 1.4453490695464577 1.445712553211373 1.4455308113789154 3.1437166605483982 3.1540524489363935 0.5 2 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.21091699999999999 0 0 9.1961960726129379e-17 6.6769898328960382e-06 1.3414517233452277e-12 2.0090665957527666e-07 1.445712553211373 0
SUMMARY value_warm rand016 0.5 23 23 12 11 11 0 6 0.075616000000000003 0.16081599999999999 0.12542299999999998 0.13317899999999999 0.021229999999999999 0.27015400000000001 0.252411
ARC value_warm rand016 0.5 0 1 0.69170026529914541 0.70971341955274747 0.70070684242594639 6.2528277092897273 6.3281267055635162 0.49999999999999689 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.24802399999999999 0 4.1133121188219164e-18 2.2185358411735119e-17 0.00035446434058342255 1.3894486298134269e-10 3.919854469779655e-07 0.69170026529914541 0
ARC value_warm rand016 0.5 1 6 1.4090190895584254 1.4093508311889695 1.4091849603736974 3.1437155375627595 3.1540535718786038 0.5 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.21454500000000001 0 0 5.0458930119214145e-17 6.6798919305252565e-06 1.3426205599410294e-12 2.0099435348731096e-07 1.4090190895584254 0
ARC value_warm rand016 0.5 2 7 1.4093508311889695 1.4453490695464577 1.4273499503677136 3.1112423623976802 3.1865267470657703 0.5 2 1.1196610156454628e-09 1 23 23 12 11 11 0 6 64 2 11 0 nan nan nan nan nan nan nan nan 0.52256500000000006 0 0 0 0 inf inf inf nan nan inf nan 0
ARC value_warm rand016 0.5 3 8 1.4453490695464577 1.445712553211373 1.4455308113789154 3.1437166605483982 3.1540524489363935 0.5 2 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.209705 0 0 9.1961960726129379e-17 6.6769898328960382e-06 1.3414517233452277e-12 2.0090665957527666e-07 1.445712553211373 0
SUMMARY jac_cold rand016 0.5 23 23 12 11 11 0 6 0.082063999999999984 0.16105800000000003 0.12096500000000003 0.13322199999999995 0.021250999999999999 0.27010099999999998 0.25481099999999995
ARC jac_cold rand016 0.5 0 1 0.69170026529914541 0.70971341955274747 0.70070684242594639 6.2528277092897273 6.3281267055635162 0.49999999999999689 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.42197800000000002 0 1.3914143936342792e-16 2.2185358411735119e-17 0.00035446434058342255 1.3894486298134269e-10 3.919854469779655e-07 0.69170026529914541 0
ARC jac_cold rand016 0.5 1 6 1.4090190895584254 1.4093508311889695 1.4091849603736974 3.1437155375627595 3.1540535718786038 0.5 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.44969700000000001 0 0 5.0458930119214145e-17 6.6798919305252565e-06 1.3426205599410294e-12 2.0099435348731096e-07 1.4090190895584254 0
ARC jac_cold rand016 0.5 2 7 1.4093508311889695 1.4453490695464577 1.4273499503677136 3.1112423623976802 3.1865267470657703 0.5 2 1.1196610156454628e-09 1 23 23 12 11 11 0 6 64 2 11 0 nan nan nan nan nan nan nan nan 0.52491200000000005 0 0 0 0 inf inf inf nan nan inf nan 0
ARC jac_cold rand016 0.5 3 8 1.4453490695464577 1.445712553211373 1.4455308113789154 3.1437166605483982 3.1540524489363935 0.5 2 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.39975500000000003 0 0 9.1961960726129379e-17 6.6769898328960382e-06 1.3414517233452277e-12 2.0090665957527666e-07 1.445712553211373 0
SUMMARY jac_warm rand016 0.5 23 23 12 11 11 0 6 0.075145999999999991 0.160695 0.12092900000000001 0.13400799999999999 0.021276 0.27030200000000004 0.24811100000000003
ARC jac_warm rand016 0.5 0 1 0.69170026529914541 0.70971341955274747 0.70070684242594639 6.2528277092897273 6.3281267055635162 0.49999999999999689 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.39624199999999998 0 1.3914143936342792e-16 2.2185358411735119e-17 0.00035446434058342255 1.3894486298134269e-10 3.919854469779655e-07 0.69170026529914541 0
ARC jac_warm rand016 0.5 1 6 1.4090190895584254 1.4093508311889695 1.4091849603736974 3.1437155375627595 3.1540535718786038 0.5 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.39187300000000003 0 0 5.0458930119214145e-17 6.6798919305252565e-06 1.3426205599410294e-12 2.0099435348731096e-07 1.4090190895584254 0
ARC jac_warm rand016 0.5 2 7 1.4093508311889695 1.4453490695464577 1.4273499503677136 3.1112423623976802 3.1865267470657703 0.5 2 1.1196610156454628e-09 1 23 23 12 11 11 0 6 64 2 11 0 nan nan nan nan nan nan nan nan 0.51841300000000001 0 0 0 0 inf inf inf nan nan inf nan 0
ARC jac_warm rand016 0.5 3 8 1.4453490695464577 1.445712553211373 1.4455308113789154 3.1437166605483982 3.1540524489363935 0.5 2 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.39131700000000003 0 0 9.1961960726129379e-17 6.6769898328960382e-06 1.3414517233452277e-12 2.0090665957527666e-07 1.445712553211373 0
SUMMARY value_cold rand017 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_warm rand017 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_cold rand017 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ARC value_cold rand017 0.5 0 3 0.89206125601332475 0.92764515329472286 0.90985320465402375 5.0179206964345973 5.4334810429604596 0.49999999999999845 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.23849500000000001 3.118044850197044e-15 3.2070829238984416e-15 1.2217275481396586e-16 0.019705020396192947 6.5373270490631089e-09 3.317594662488213e-07 0.89206125601332475 0
ARC value_cold rand017 0.5 1 7 1.0779983545355876 1.1209991937903081 1.0994987741629478 1.8767463533044015 2.2914700350591328 0.5 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.21033099999999999 1.6065724208210465e-14 2.6759130351047542e-14 6.2702204922221419e-17 0.01962459173018152 9.9174990227784686e-09 5.0536078197876149e-07 1.0779983545355876 0
SUMMARY value_warm rand017 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ARC value_warm rand017 0.5 0 3 0.89206125601332475 0.92764515329472286 0.90985320465402375 5.0179206964345973 5.4334810429604596 0.49999999999999845 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.20982999999999999 3.118044850197044e-15 3.2070829238984416e-15 1.2217275481396586e-16 0.019705020396192947 6.5373270490631089e-09 3.317594662488213e-07 0.89206125601332475 0
ARC value_warm rand017 0.5 1 7 1.0779983545355876 1.1209991937903081 1.0994987741629478 1.8767463533044015 2.2914700350591328 0.5 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.20977899999999999 1.6065724208210465e-14 2.6759130351047542e-14 6.2702204922221419e-17 0.01962459173018152 9.9174990227784686e-09 5.0536078197876149e-07 1.0779983545355876 0
SUMMARY jac_cold rand017 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ARC jac_cold rand017 0.5 0 3 0.89206125601332475 0.92764515329472286 0.90985320465402375 5.0179206964345973 5.4334810429604596 0.49999999999999845 1 inf 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.40649800000000003 2.4078651738679982e-13 5.2665291801988586e-14 1.2217275481396586e-16 0.019705020396192947 6.5373270490631089e-09 3.317594662488213e-07 0.89206125601332475 0
ARC jac_cold rand017 0.5 1 7 1.0779983545355876 1.1209991937903081 1.0994987741629478 1.8767463533044015 2.2914700350591328 0.5 1 inf 1 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan 0 1 1 0 0.40359800000000001 4.4474352823491081e-13 2.3702130266554593e-13 6.2702204922221419e-17 0.01962459173018152 9.9174990227784686e-09 5.0536078197876149e-07 1.0779983545355876 0
